FECDIA,CODAGENTEVIABCP,CONSULTA DE 3 ULTIMAS OPE PROCESADOS,CONSULTA DE MOVIMIENTOS PROCESADOS,CONSULTA DE MOVIMIENTOS RECHAZADOS,CONSULTA DE SALDOS PROCESADOS,CONSULTA DE SALDOS RECHAZADOS,DEPOSITOS PROCESADOS,DEPOSITOS RECHAZADOS,DESCARGO DE GIROS PROCESADOS,DESCARGO DE GIROS RECHAZADOS,EMISION DE GIRO PROCESADOS,EMISION DE GIRO RECHAZADOS,REPORTE CIERRE PROCESADOS,REPORTE CIERRE RECHAZADOS,RETIROS PROCESADOS,RETIROS RECHAZADOS
2021-02-24,H988626,10,14,0,9,0,94,1,19,1,11,0,1,0,86,6
2021-02-24,H988630,1,14,2,0,0,74,0,4,0,8,0,1,0,60,3
2021-02-24,H988644,4,19,3,5,0,43,0,31,6,13,0,1,0,46,8
2021-02-24,H988645,4,4,0,5,2,9,0,10,0,13,0,2,0,16,4
2021-02-24,H988649,7,21,0,13,0,10,0,14,0,8,0,1,0,47,3
2021-02-24,H988650,0,16,0,18,0,34,2,8,0,2,0,1,0,30,3
2021-02-24,H988652,0,26,0,0,0,15,2,12,0,5,0,1,0,47,3
2021-02-24,H988668,2,1,0,5,0,37,0,29,0,23,0,1,0,22,6
2021-02-24,H988670,2,14,0,2,0,50,0,11,0,3,0,1,0,20,2
2021-02-24,H988684,1,0,0,6,0,69,0,5,0,2,0,1,0,27,5
2021-02-24,H988915,0,2,0,2,0,31,0,1,0,0,0,1,0,41,4
2021-02-24,H988918,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0
2021-02-24,H988925,0,2,0,1,0,0,0,1,0,0,0,2,0,2,0
2021-02-24,H988926,4,2,0,16,0,35,0,13,3,5,0,1,0,32,3
2021-02-24,H988927,0,0,0,0,0,3,1,1,0,0,0,1,0,8,4
2021-02-24,H988934,0,9,2,0,0,21,1,2,0,1,0,2,0,7,1
2021-02-24,H988935,1,20,1,4,0,101,0,9,2,2,0,0,0,83,5
2021-02-24,H988936,1,2,0,6,0,37,0,6,0,1,0,0,0,34,2
2021-02-24,H988937,4,22,2,0,0,78,0,2,1,1,0,1,0,106,7
2021-02-24,H988938,6,3,0,3,0,23,1,2,1,2,0,1,0,29,3
2021-02-24,H988939,5,0,0,6,1,69,0,6,0,3,0,1,0,63,4
2021-02-24,H988941,4,7,3,3,0,47,0,4,0,3,0,3,0,82,5
2021-02-24,H988942,0,1,0,0,1,12,0,0,0,0,0,1,0,13,0
2021-02-24,H988943,0,22,3,0,0,74,0,4,0,4,0,1,0,42,1
2021-02-24,H988945,3,3,0,0,0,8,0,2,0,1,0,1,0,12,1
2021-02-24,H988946,1,0,0,0,0,28,0,3,1,2,0,1,0,25,1
2021-02-24,H988947,1,2,0,1,0,18,0,1,0,1,0,1,0,23,0
2021-02-24,H988948,2,9,0,0,0,54,0,8,0,3,0,1,0,35,3
2021-02-24,H988950,11,4,0,0,0,63,1,3,0,4,2,1,0,48,10
2021-02-24,H988951,0,0,0,0,0,9,0,0,0,0,0,1,0,3,0
2021-02-24,H988953,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0
2021-02-24,H988955,3,2,0,6,0,35,1,5,0,2,0,1,0,20,1
2021-02-24,H988957,3,3,0,2,1,33,3,0,0,0,0,1,0,28,4
2021-02-24,H988958,2,5,0,8,4,17,0,1,0,1,0,0,0,32,1
2021-02-24,H988959,0,8,1,8,0,9,0,2,0,4,0,2,0,16,0
2021-02-24,H988960,3,6,0,3,1,15,2,3,1,0,0,1,0,21,1
2021-02-24,H988961,0,1,0,1,0,7,0,0,0,0,0,1,0,8,0
2021-02-24,H988963,1,3,0,8,1,37,0,3,0,2,0,1,0,24,1
2021-02-24,H988964,1,2,0,1,0,5,0,3,0,3,0,2,0,3,0
2021-02-24,H988965,0,0,0,2,0,4,1,3,0,0,0,1,0,8,2
2021-02-24,H988967,1,0,0,1,0,7,0,3,1,2,0,1,0,4,2
2021-02-24,H988970,0,2,0,2,1,39,0,6,0,2,0,1,0,46,1
2021-02-24,H988971,6,5,0,8,0,52,0,9,1,6,0,2,0,81,5
2021-02-24,H988972,1,6,0,0,0,19,0,2,1,2,0,1,0,19,0
2021-02-24,H988973,7,11,0,0,0,22,0,2,0,2,0,1,0,28,2
2021-02-24,H988980,8,5,0,10,1,32,1,5,0,10,0,1,0,23,2
2021-02-24,H988981,0,0,0,1,0,21,0,1,0,1,0,2,0,12,1
2021-02-24,H988983,0,2,0,0,0,8,0,0,0,0,0,1,0,7,2
2021-02-24,H988984,9,21,0,4,0,101,0,16,0,10,1,1,0,133,4
2021-02-24,H988985,0,3,0,3,0,5,0,0,0,0,0,4,0,9,0
2021-02-24,H988986,0,0,0,0,0,13,0,0,0,0,0,2,0,3,1
2021-02-24,H988987,1,0,0,4,0,7,1,2,0,2,0,1,0,19,2
2021-02-24,H988989,0,0,0,0,0,15,0,0,0,0,0,1,0,8,1
2021-02-24,H988991,1,1,0,3,0,4,0,2,0,1,0,1,0,6,1
2021-02-24,H988995,0,5,0,0,0,3,0,1,0,1,0,2,0,3,1
2021-02-24,H988998,4,2,0,12,1,20,0,14,0,3,0,1,0,32,2
2021-02-24,H989000,0,5,0,2,0,14,1,1,0,1,0,1,0,13,1
2021-02-24,H989004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-02-24,H989005,2,4,0,2,0,9,0,1,2,1,0,1,0,6,1
2021-02-24,H989007,0,5,0,0,0,12,0,0,0,1,0,1,0,16,1
2021-02-24,H989011,0,1,0,4,0,21,0,1,0,2,0,1,0,10,0
2021-02-24,H989018,0,0,0,2,0,12,1,1,0,0,0,1,0,20,0
2021-02-24,H989020,0,0,0,0,0,2,0,0,0,0,0,1,0,8,0
2021-02-25,H988573,0,4,0,17,0,65,4,7,1,3,0,0,0,66,6
2021-02-25,H988575,1,2,1,3,0,19,0,3,0,2,0,2,0,29,0
2021-02-25,H988578,2,5,0,6,0,35,0,4,1,5,0,2,0,50,3
2021-02-25,H988588,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2021-02-25,H988607,4,3,0,10,0,73,9,4,0,10,0,1,0,80,2
2021-02-25,H988625,4,5,0,12,0,55,0,20,0,2,0,1,0,62,6
2021-02-25,H988626,15,6,0,12,0,104,0,19,0,14,0,1,0,100,6
2021-02-25,H988630,4,14,3,2,0,77,0,9,0,5,0,1,0,78,4
2021-02-25,H988644,2,9,0,2,0,28,0,19,0,16,1,1,0,24,3
2021-02-25,H988645,5,7,0,7,0,14,0,7,0,11,0,1,0,27,1
2021-02-25,H988649,10,24,2,9,0,22,0,7,0,7,0,1,0,39,2
2021-02-25,H988650,0,8,0,14,1,34,5,6,0,3,0,1,0,45,3
2021-02-25,H988652,0,26,1,0,0,16,2,5,0,4,0,1,0,42,3
2021-02-25,H988668,1,1,0,1,0,27,0,14,2,18,0,1,0,15,0
2021-02-25,H988670,1,12,0,1,0,55,1,3,0,1,0,1,0,25,0
2021-02-25,H988684,3,1,0,4,0,85,0,5,1,1,0,1,0,42,3
2021-02-25,H988915,0,1,0,2,0,43,0,4,0,2,0,1,0,37,3
2021-02-25,H988918,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-02-25,H988926,0,0,0,3,0,28,0,2,0,0,0,0,0,7,2
2021-02-25,H988927,5,0,0,0,0,16,0,2,0,0,0,1,0,10,1
2021-02-25,H988934,0,17,0,5,0,91,1,5,0,4,0,2,0,68,1
2021-02-25,H988935,0,30,2,5,0,84,0,6,0,4,0,2,0,97,10
2021-02-25,H988936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,H988937,3,16,0,0,0,89,0,8,0,6,0,1,0,66,5
2021-02-25,H988938,2,1,0,4,0,19,0,2,0,9,1,1,0,29,4
2021-02-25,H988939,3,0,0,10,1,59,0,2,0,2,0,1,0,80,9
2021-02-25,H988941,4,0,0,0,0,16,0,5,0,0,0,1,0,31,1
2021-02-25,H988942,0,0,0,0,0,13,1,0,0,0,0,1,0,4,0
2021-02-25,H988943,0,10,0,0,0,51,1,1,0,5,2,1,0,38,0
2021-02-25,H988945,6,2,0,0,0,7,0,1,0,0,0,1,0,9,1
2021-02-25,H988946,2,4,1,1,0,25,0,15,0,1,0,1,0,26,4
2021-02-25,H988947,0,3,0,2,0,13,0,0,0,0,0,1,0,14,1
2021-02-25,H988948,2,7,0,0,0,32,0,2,0,7,0,2,0,48,1
2021-02-25,H988950,9,4,0,0,0,55,0,7,0,3,0,1,0,63,11
2021-02-25,H988952,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
2021-02-25,H988953,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2021-02-25,H988955,2,3,0,3,0,35,4,6,0,2,0,1,0,12,4
2021-02-25,H988957,4,2,0,2,0,22,0,0,0,0,0,1,0,17,2
2021-02-25,H988958,3,5,0,3,1,15,2,0,0,1,0,1,0,19,3
2021-02-25,H988959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,H988960,0,6,1,1,1,12,0,4,0,0,0,1,0,18,0
2021-02-25,H988961,0,2,0,0,0,3,0,0,0,0,0,1,0,3,0
2021-02-25,H988964,2,1,0,0,0,3,0,3,0,6,0,1,0,1,0
2021-02-25,H988965,0,1,0,1,0,15,0,7,0,3,0,1,0,5,1
2021-02-25,H988967,1,0,0,0,0,4,0,4,0,2,0,1,0,3,1
2021-02-25,H988970,0,5,0,0,0,15,0,6,0,2,0,1,0,28,2
2021-02-25,H988971,13,12,0,14,1,60,0,3,0,5,0,2,0,87,6
2021-02-25,H988972,0,8,0,0,0,7,0,0,0,0,0,1,0,24,4
2021-02-25,H988973,2,10,3,0,0,17,0,4,0,5,0,1,0,26,1
2021-02-25,H988974,1,2,0,6,0,4,0,9,0,2,1,2,0,13,2
2021-02-25,H988977,3,7,0,1,0,24,0,2,0,2,0,1,0,36,6
2021-02-25,H988978,1,4,0,10,0,21,4,3,0,1,1,1,0,27,4
2021-02-25,H988980,7,6,0,8,0,26,0,20,1,8,0,1,0,33,6
2021-02-25,H988981,0,1,0,0,0,17,0,4,0,0,0,1,0,10,1
2021-02-25,H988983,0,3,0,1,0,5,0,0,0,0,0,1,0,6,0
2021-02-25,H988984,11,17,1,8,3,135,0,12,0,10,0,1,0,138,2
2021-02-25,H988985,0,1,0,2,0,7,0,0,0,0,0,1,0,7,0
2021-02-25,H988986,0,1,0,2,0,18,1,1,0,0,0,1,0,25,3
2021-02-25,H988987,1,2,0,5,0,17,1,2,0,3,1,1,0,15,2
2021-02-25,H988989,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0
2021-02-25,H988991,0,1,0,0,0,4,0,0,0,0,0,1,0,4,0
2021-02-25,H988994,0,2,1,5,0,13,0,8,2,7,0,0,0,15,3
2021-02-25,H988995,3,2,0,8,0,15,0,6,0,0,0,1,0,5,2
2021-02-25,H988998,4,9,0,7,1,28,0,13,3,3,0,1,0,28,2
2021-02-25,H988999,6,3,0,13,0,59,5,2,1,8,0,1,0,62,8
2021-02-25,H989000,2,5,0,2,0,18,0,0,0,0,0,1,0,11,1
2021-02-25,H989001,0,6,0,5,0,25,3,8,0,3,0,1,0,34,2
2021-02-25,H989003,4,2,0,3,0,10,0,1,0,1,0,1,0,4,0
2021-02-25,H989004,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0
2021-02-25,H989005,2,5,0,1,0,16,0,4,0,2,0,1,0,15,1
2021-02-25,H989007,0,6,0,0,0,15,0,0,0,0,0,2,0,17,1
2021-02-25,H989011,0,5,0,1,0,14,1,1,0,0,0,1,0,11,0
2021-02-25,H989018,0,1,0,3,0,3,1,1,0,0,0,1,0,14,3
2021-02-25,H989020,0,1,0,0,0,15,1,0,0,0,0,1,0,11,0
2021-02-26,H988571,0,4,0,3,1,25,0,1,0,3,0,0,0,45,4
2021-02-26,H988573,1,7,0,20,1,79,0,5,1,3,1,1,0,103,10
2021-02-26,H988575,0,6,0,12,1,16,1,4,0,6,0,1,0,29,6
2021-02-26,H988578,2,6,1,1,0,27,0,7,1,1,0,0,0,37,2
2021-02-26,H988600,1,2,0,3,1,15,0,4,0,1,0,1,0,25,3
2021-02-26,H988607,3,6,1,18,2,59,1,6,4,5,0,2,0,90,13
2021-02-26,H988625,18,5,0,20,0,37,0,28,1,11,0,2,0,65,5
2021-02-26,H988626,5,16,1,10,0,94,0,26,0,11,0,1,0,129,9
2021-02-26,H988628,0,7,0,15,2,49,0,8,0,6,0,1,0,78,4
2021-02-26,H988630,6,24,0,0,0,82,0,17,1,8,0,1,0,84,3
2021-02-26,H988644,7,19,3,10,0,31,0,40,2,15,1,1,0,54,5
2021-02-26,H988645,4,8,0,8,0,15,3,6,1,2,0,0,0,18,5
2021-02-26,H988649,0,20,0,3,0,23,0,11,0,4,0,1,0,30,2
2021-02-26,H988650,0,14,0,12,0,42,5,5,2,5,0,1,0,40,4
2021-02-26,H988652,0,46,0,0,0,19,0,8,0,8,0,1,0,75,1
2021-02-26,H988668,1,1,0,4,0,50,0,16,1,18,0,1,0,17,3
2021-02-26,H988670,2,23,2,8,0,96,0,25,2,13,0,1,0,53,2
2021-02-26,H988684,0,3,0,2,0,98,0,9,0,3,0,1,0,35,1
2021-02-26,H988915,0,0,0,2,0,34,0,4,0,1,0,1,0,37,4
2021-02-26,H988916,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2021-02-26,H988918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-02-26,H988926,2,2,0,9,0,53,0,12,0,7,0,3,0,34,5
2021-02-26,H988927,2,0,0,4,0,15,0,4,0,2,0,1,0,9,1
2021-02-26,H988934,0,25,1,2,0,102,0,8,0,8,0,2,0,78,6
2021-02-26,H988935,0,21,3,5,1,65,0,7,0,7,0,0,0,111,7
2021-02-26,H988937,7,23,0,0,0,86,2,6,0,3,0,1,0,75,5
2021-02-26,H988938,4,4,0,0,0,21,0,0,0,3,0,0,0,21,4
2021-02-26,H988939,1,0,0,7,1,51,0,7,1,2,0,1,0,74,9
2021-02-26,H988942,0,0,0,0,0,6,0,0,0,0,0,1,0,13,0
2021-02-26,H988943,0,30,0,0,0,52,0,6,0,6,0,1,0,66,5
2021-02-26,H988945,0,1,0,4,0,8,0,0,0,2,0,1,0,18,3
2021-02-26,H988946,0,8,0,0,0,27,0,3,1,1,0,1,0,24,2
2021-02-26,H988947,0,3,0,3,0,11,0,1,0,0,0,1,0,20,0
2021-02-26,H988950,3,3,0,0,0,50,0,3,0,6,0,1,0,86,6
2021-02-26,H988951,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0
2021-02-26,H988952,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
2021-02-26,H988953,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-02-26,H988955,5,2,0,3,0,37,1,4,0,3,0,1,0,12,0
2021-02-26,H988957,1,4,0,6,0,26,1,2,0,0,0,1,0,29,2
2021-02-26,H988958,1,3,0,5,0,7,0,1,0,0,0,1,0,37,2
2021-02-26,H988959,2,5,0,4,0,13,1,1,0,5,0,2,0,25,1
2021-02-26,H988960,1,3,0,0,0,4,0,0,0,1,0,1,0,7,1
2021-02-26,H988961,0,1,0,0,0,3,0,0,0,0,0,1,0,2,0
2021-02-26,H988964,3,2,0,1,0,4,0,3,0,3,0,1,0,7,1
2021-02-26,H988965,1,1,0,4,0,8,0,3,0,3,0,1,0,12,1
2021-02-26,H988966,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
2021-02-26,H988967,2,1,0,4,0,3,0,0,0,1,0,1,0,4,1
2021-02-26,H988968,0,14,1,0,0,27,0,4,0,8,0,2,0,39,2
2021-02-26,H988970,1,3,0,1,0,30,0,6,0,6,0,1,0,21,0
2021-02-26,H988971,5,14,0,8,1,52,0,9,3,3,0,2,0,90,7
2021-02-26,H988972,1,7,0,0,0,18,0,1,0,1,0,1,0,34,0
2021-02-26,H988973,5,15,0,0,0,23,0,6,2,2,0,1,0,32,1
2021-02-26,H988974,6,4,0,3,0,13,0,10,0,33,0,1,0,19,1
2021-02-26,H988977,5,12,0,5,0,54,0,13,1,4,0,2,0,44,5
2021-02-26,H988978,1,10,0,22,1,47,0,11,0,3,0,1,0,42,6
2021-02-26,H988980,5,2,0,5,0,27,0,9,0,8,0,1,0,37,3
2021-02-26,H988981,1,2,0,1,0,27,0,9,2,1,0,1,0,7,2
2021-02-26,H988983,0,1,0,1,0,11,0,0,0,0,0,1,0,15,2
2021-02-26,H988984,7,25,3,6,2,107,0,21,2,5,0,1,0,122,10
2021-02-26,H988985,1,5,0,2,0,3,0,0,0,0,0,1,0,3,1
2021-02-26,H988986,5,0,0,6,1,39,0,3,0,1,0,1,0,45,4
2021-02-26,H988987,0,0,0,3,0,16,0,2,0,1,0,1,0,16,3
2021-02-26,H988989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-26,H988991,1,2,1,0,0,23,1,5,0,5,1,1,0,11,0
2021-02-26,H988994,0,1,0,8,0,47,0,18,1,7,0,1,0,38,4
2021-02-26,H988995,1,4,0,4,1,16,0,6,0,1,0,1,0,10,0
2021-02-26,H988998,7,9,0,15,0,31,0,11,1,6,0,1,0,43,6
2021-02-26,H988999,2,7,0,10,2,70,1,5,0,6,0,1,0,96,4
2021-02-26,H989000,0,4,0,0,0,17,0,2,0,3,0,1,0,14,2
2021-02-26,H989001,0,5,0,16,0,100,0,8,2,11,0,1,0,41,2
2021-02-26,H989003,0,2,0,6,0,3,0,0,0,0,0,1,0,3,0
2021-02-26,H989004,0,1,0,0,0,2,0,2,0,0,0,1,0,7,0
2021-02-26,H989005,1,4,0,1,0,16,0,3,0,1,0,1,0,12,0
2021-02-26,H989007,0,10,1,0,0,26,0,1,0,0,0,0,0,25,4
2021-02-26,H989011,1,6,1,2,1,27,0,3,0,3,0,1,0,15,3
2021-02-26,H989018,0,0,0,2,0,15,0,0,0,2,0,1,0,11,3
2021-02-27,H988571,2,1,0,0,0,4,0,0,0,0,0,0,0,6,0
2021-02-27,H988573,0,3,0,18,0,94,4,5,0,8,0,1,0,114,12
2021-02-27,H988575,1,15,0,5,6,37,1,6,0,6,0,1,0,39,5
2021-02-27,H988578,0,9,0,0,0,12,0,0,0,4,0,2,0,12,1
2021-02-27,H988588,1,6,1,0,0,28,1,3,1,2,0,1,0,48,3
2021-02-27,H988600,2,2,0,3,0,24,0,2,3,0,0,1,0,42,3
2021-02-27,H988607,3,9,0,10,0,87,0,6,0,10,0,0,0,99,3
2021-02-27,H988625,8,9,1,15,2,49,1,30,3,11,0,1,0,63,7
2021-02-27,H988626,15,17,0,20,0,101,0,34,1,12,1,2,0,142,8
2021-02-27,H988628,2,18,0,7,0,68,0,16,2,11,0,1,0,103,10
2021-02-27,H988630,3,22,0,2,1,113,0,12,0,4,0,1,0,101,6
2021-02-27,H988644,0,7,0,21,5,40,0,24,0,14,0,1,0,56,8
2021-02-27,H988645,2,79,1,62,13,21,0,13,4,7,0,1,0,175,13
2021-02-27,H988649,0,42,0,9,1,22,0,17,4,2,0,1,0,67,3
2021-02-27,H988650,0,9,0,21,0,37,2,6,0,3,0,1,0,44,1
2021-02-27,H988652,0,78,0,0,0,12,1,7,1,7,0,1,0,122,10
2021-02-27,H988668,1,2,0,6,2,62,0,30,2,24,0,1,0,29,3
2021-02-27,H988670,1,25,0,3,0,82,0,22,3,10,0,1,0,64,2
2021-02-27,H988684,0,1,0,4,1,76,0,10,2,0,0,1,0,30,3
2021-02-27,H988915,0,1,1,2,0,35,2,3,0,1,0,2,0,20,1
2021-02-27,H988918,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-27,H988926,0,1,0,9,0,42,0,20,0,6,0,0,0,32,7
2021-02-27,H988927,0,1,0,0,0,11,0,3,0,0,0,1,0,10,1
2021-02-27,H988934,0,6,0,5,0,24,0,1,0,1,0,2,0,26,3
2021-02-27,H988935,0,29,1,2,0,71,0,10,1,6,0,2,0,144,5
2021-02-27,H988937,3,21,1,0,0,103,0,4,0,11,0,1,0,85,5
2021-02-27,H988939,6,0,0,6,1,86,0,7,1,9,0,1,0,99,4
2021-02-27,H988942,0,1,0,0,0,12,0,0,0,0,0,1,0,23,2
2021-02-27,H988943,0,16,0,0,0,20,0,5,0,6,0,1,0,43,2
2021-02-27,H988945,3,0,0,3,0,11,0,1,0,2,1,1,0,9,1
2021-02-27,H988946,0,3,0,1,0,29,0,3,0,0,0,1,0,22,0
2021-02-27,H988947,0,2,0,5,0,28,0,1,0,1,0,1,0,33,1
2021-02-27,H988948,3,19,0,0,0,61,0,6,0,10,0,1,0,80,3
2021-02-27,H988950,1,3,0,0,0,73,1,4,2,9,0,1,0,93,7
2021-02-27,H988951,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021-02-27,H988952,0,0,0,0,0,2,0,0,0,2,0,2,0,7,0
2021-02-27,H988955,8,8,1,1,0,48,0,9,0,6,0,1,0,31,1
2021-02-27,H988957,0,1,0,2,0,29,1,2,0,0,0,1,0,18,0
2021-02-27,H988958,0,5,0,2,0,5,0,1,0,1,0,1,0,13,1
2021-02-27,H988959,3,5,0,6,2,13,1,1,0,0,0,1,0,48,2
2021-02-27,H988960,0,2,0,0,0,6,0,1,0,0,0,1,0,10,0
2021-02-27,H988961,0,2,0,1,0,2,0,0,0,0,0,1,0,6,0
2021-02-27,H988965,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0
2021-02-27,H988967,0,0,0,4,0,6,0,2,0,0,0,1,0,4,1
2021-02-27,H988968,0,44,4,1,0,73,3,17,2,11,0,1,0,112,6
2021-02-27,H988970,0,1,0,3,0,36,0,2,0,5,0,1,0,22,2
2021-02-27,H988971,6,7,0,15,1,74,0,7,0,8,0,1,0,113,5
2021-02-27,H988972,0,3,0,0,0,17,0,0,0,3,0,1,0,28,0
2021-02-27,H988973,5,23,3,0,0,28,0,2,1,0,0,1,0,34,2
2021-02-27,H988974,7,11,0,5,0,25,0,13,0,31,0,1,0,25,6
2021-02-27,H988977,1,2,0,2,0,19,0,11,0,2,0,1,0,17,3
2021-02-27,H988978,2,4,0,23,0,48,0,11,0,5,0,2,0,41,1
2021-02-27,H988980,2,2,0,1,0,19,1,0,0,1,0,1,0,9,1
2021-02-27,H988981,0,1,0,0,0,11,1,1,0,0,0,1,0,5,0
2021-02-27,H988983,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0
2021-02-27,H988984,3,19,4,9,0,115,0,17,1,12,1,1,0,154,8
2021-02-27,H988985,2,1,0,2,1,26,0,1,0,0,0,1,0,5,1
2021-02-27,H988986,0,2,0,0,1,21,0,0,0,0,0,1,0,24,1
2021-02-27,H988987,1,0,0,5,0,15,0,5,0,1,0,1,0,21,0
2021-02-27,H988991,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-02-27,H988994,0,1,0,5,0,38,0,13,0,11,0,1,0,42,3
2021-02-27,H988995,0,1,0,5,0,9,0,0,0,1,0,0,0,3,1
2021-02-27,H988996,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2021-02-27,H988998,5,4,0,13,3,35,0,6,0,9,0,2,0,46,3
2021-02-27,H988999,6,8,1,11,1,75,2,12,0,3,0,1,0,105,8
2021-02-27,H989000,2,15,1,3,1,30,0,3,0,4,0,1,0,37,5
2021-02-27,H989001,1,5,0,6,0,39,0,2,0,7,0,1,0,23,2
2021-02-27,H989002,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0
2021-02-27,H989003,0,3,0,6,0,7,0,0,0,0,0,2,0,8,0
2021-02-27,H989004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-02-27,H989005,1,4,0,4,0,23,0,8,0,3,0,3,0,21,2
2021-02-27,H989006,1,1,0,2,1,33,2,2,0,5,0,0,0,0,0
2021-02-27,H989007,0,11,1,0,0,62,0,4,0,1,0,1,0,86,2
2021-02-27,H989011,0,4,0,1,0,15,0,1,0,5,0,1,0,13,0
2021-02-27,H989014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-27,H989015,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2021-02-27,H989018,0,3,0,0,0,31,3,1,0,0,0,1,0,26,2
2021-02-27,H989020,0,0,0,1,0,3,0,1,0,1,0,1,0,14,0
2021-02-28,H988573,0,2,0,3,0,25,0,2,0,1,0,2,0,30,2
2021-02-28,H988575,1,8,0,3,0,15,1,1,0,1,0,1,0,24,2
2021-02-28,H988578,0,3,0,0,0,2,0,0,0,1,0,1,0,2,0
2021-02-28,H988600,0,2,0,1,0,7,0,1,0,1,0,1,0,37,2
2021-02-28,H988607,2,9,0,7,0,48,5,6,0,7,0,2,0,66,7
2021-02-28,H988628,0,17,0,4,0,41,0,6,1,7,0,1,0,97,9
2021-02-28,H988630,0,9,1,0,0,50,0,9,0,4,0,1,0,53,5
2021-02-28,H988644,0,8,1,0,0,9,0,4,0,7,0,1,0,23,7
2021-02-28,H988649,0,10,2,5,2,4,0,5,0,3,0,1,0,17,1
2021-02-28,H988650,0,3,0,4,0,13,1,1,0,1,0,1,0,27,2
2021-02-28,H988652,0,14,1,1,0,0,0,6,0,4,0,0,0,33,2
2021-02-28,H988934,0,7,0,1,0,19,0,0,0,1,0,1,0,24,2
2021-02-28,H988937,0,4,0,0,0,4,0,0,0,0,0,0,0,13,1
2021-02-28,H988942,0,3,2,0,0,5,0,0,0,0,0,1,0,9,1
2021-02-28,H988943,0,9,0,0,0,34,0,0,0,1,0,1,0,49,4
2021-02-28,H988945,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2021-02-28,H988946,0,2,0,0,0,3,0,0,0,0,0,1,0,10,3
2021-02-28,H988948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-28,H988950,0,2,0,0,0,31,0,1,0,3,0,1,0,55,1
2021-02-28,H988951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-02-28,H988952,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2021-02-28,H988957,1,0,0,0,0,7,0,1,0,0,0,1,0,10,1
2021-02-28,H988958,1,5,1,4,0,23,0,1,0,0,0,1,0,48,1
2021-02-28,H988959,2,17,2,3,1,26,0,4,0,1,0,0,0,81,5
2021-02-28,H988970,0,1,0,2,0,7,0,0,0,0,0,1,0,12,2
2021-02-28,H988971,2,4,0,0,0,18,0,1,0,0,0,2,0,37,2
2021-02-28,H988972,0,2,0,0,0,9,0,0,0,3,0,2,0,17,0
2021-02-28,H988974,1,0,0,2,1,13,0,3,0,12,0,1,0,14,5
2021-02-28,H988984,2,13,0,6,0,38,0,6,1,1,0,1,0,77,4
2021-02-28,H988985,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0
2021-02-28,H988994,0,0,0,1,2,17,0,2,0,1,0,1,0,14,1
2021-02-28,H988996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-02-28,H988998,2,2,0,7,1,14,0,2,0,4,0,2,0,17,1
2021-02-28,H989004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-02-28,H989005,0,3,1,1,1,6,0,2,0,1,0,1,0,7,0
2021-02-28,H989006,1,0,0,1,0,4,1,3,0,1,0,2,0,3,1
2021-02-28,H989007,0,1,0,0,0,4,0,0,0,0,0,1,0,3,0
2021-02-28,H989011,0,1,0,0,0,3,0,0,0,0,0,1,0,7,1
2021-02-28,H989018,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0
2021-02-28,H989020,0,3,1,0,0,11,0,1,0,1,0,1,0,23,2
2021-03-01,H988573,0,6,0,25,2,75,0,2,0,3,0,2,0,119,5
2021-03-01,H988578,0,11,3,2,0,42,0,8,0,7,0,0,0,37,7
